City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Asfi,MA,32.2994,-9.2372,62.42,81,79,16.4,broken clouds
449,Galesong,ID,-5.3166,119.3661,71.6,100,20,2.3,few clouds
450,Halifax,CA,44.6453,-63.5724,50.0,50,26,12.66,scattered clouds
451,Honggang,CN,46.4667,124.8667,51.01,58,100,4.0,overcast clouds
452,Puerto Madryn,AR,-42.7692,-65.0385,72.28,39,0,8.43,clear sky
453,Tsaratanana,MG,-16.7833,47.65,72.37,80,100,8.03,overcast clouds
454,Taltal,CL,-25.4,-70.4833,66.72,72,25,5.28,scattered clouds
455,Vestmannaeyjar,IS,63.4427,-20.2734,40.98,88,100,17.72,overcast clouds
456,Palaikastron,GR,35.2,26.25,55.53,60,0,22.35,clear sky
457,Kadubivtsi,UA,48.5834,25.7687,52.0,35,22,8.97,few clouds
458,Ayr,GB,55.4627,-4.6339,37.4,70,40,5.75,scattered clouds
459,Guntakal,IN,15.1667,77.3833,80.51,55,0,10.16,clear sky
460,Chigasaki,JP,35.3261,139.4039,53.6,76,20,6.91,few clouds
461,Richards Bay,ZA,-28.783,32.0377,71.51,94,2,5.95,clear sky
462,Hoi An,VN,15.8794,108.335,75.2,94,20,1.14,few clouds
463,Kalemie,CD,-5.9475,29.1947,71.06,84,81,0.94,broken clouds
464,Isangel,VU,-19.55,169.2667,79.3,84,91,9.98,overcast clouds
465,Barranca,PE,-10.75,-77.7667,70.65,78,100,7.49,overcast clouds
466,Iskateley,RU,67.6803,53.1512,31.15,83,99,21.68,overcast clouds
467,Hay River,CA,60.8156,-115.7999,10.4,72,100,5.75,light snow
468,Polyarnyy,RU,69.1989,33.4478,33.8,69,0,8.95,clear sky
469,Kuala Selangor,MY,3.35,101.25,77.0,94,20,5.23,few clouds
470,Urumqi,CN,43.801,87.6005,48.2,20,0,6.71,clear sky
471,Tambura,SS,5.6,27.4667,76.06,64,98,6.24,light rain
472,Arona,ES,28.0996,-16.681,68.0,77,20,3.44,few clouds
473,Yingcheng,CN,30.95,113.55,55.4,100,90,2.24,mist
474,Vallenar,CL,-28.5708,-70.7581,79.83,30,0,7.76,clear sky
475,Okha,RU,53.5739,142.9478,22.17,83,97,14.23,overcast clouds
476,Khulo,GE,41.644,42.3129,46.4,87,90,6.91,overcast clouds
477,Lakatoro,VU,-16.0999,167.4164,79.84,77,95,2.8,overcast clouds
478,Benghazi,LY,32.1167,20.0667,62.62,46,25,11.39,scattered clouds
479,Amapa,BR,1.0,-52.0,74.89,96,99,3.49,overcast clouds
480,Rengo,CL,-34.4167,-70.8667,78.8,18,0,9.22,clear sky
481,Boundiali,CI,9.5217,-6.4869,85.32,43,98,10.42,overcast clouds
482,Ust-Tsilma,RU,65.441,52.1498,34.2,71,35,12.33,scattered clouds
483,Wangqing,CN,43.3218,129.7634,45.63,71,100,3.85,overcast clouds
484,Jardim,BR,-21.4803,-56.1381,82.0,56,100,1.74,overcast clouds
485,Kasongo-Lunda,CD,-6.4667,16.8167,70.99,96,89,0.76,overcast clouds
486,Aginskoye,RU,51.1,114.53,20.05,47,99,11.59,overcast clouds
487,Rebrikha,RU,53.0733,82.3408,30.99,95,100,5.7,overcast clouds
488,Ulaangom,MN,49.9811,92.0667,33.51,34,85,1.81,overcast clouds
489,Hamilton,US,39.1834,-84.5333,53.01,82,90,16.11,overcast clouds
490,Dondo,MZ,-19.6094,34.7431,78.8,83,20,4.83,few clouds
491,Arman,RU,59.7,150.1667,8.08,87,100,13.58,overcast clouds
492,Colares,PT,38.7992,-9.4469,57.0,76,20,13.8,few clouds
493,Lompoc,US,34.6391,-120.4579,66.0,63,86,21.85,haze
494,Merauke,ID,-8.4667,140.3333,76.62,85,24,5.35,few clouds
495,Keuruu,FI,62.2667,24.7,37.4,52,0,4.61,clear sky
496,Mizdah,LY,31.4451,12.9801,63.82,33,100,14.76,overcast clouds
497,Kalevala,RU,65.2,31.1667,33.06,84,44,11.41,scattered clouds
498,Chau Doc,VN,10.7,105.1167,79.57,82,93,4.34,overcast clouds
499,Edea,CM,3.8,10.1333,75.2,94,40,3.44,light rain
500,Mana,GF,5.6592,-53.7767,79.29,81,46,5.68,scattered clouds
501,Scarborough,GB,54.2797,-0.4044,35.01,77,73,6.89,broken clouds
502,Vila Velha,BR,-20.3297,-40.2925,80.6,69,0,6.91,clear sky
503,Vilyuysk,RU,63.7553,121.6247,-11.88,99,85,3.36,overcast clouds
504,Nagua,DO,19.3832,-69.8474,84.2,54,40,4.61,scattered clouds
505,Naze,JP,28.3667,129.4833,64.89,69,52,18.92,broken clouds
506,Olinda,BR,-8.0089,-34.8553,73.4,88,90,5.75,moderate rain
507,Bilimbay,RU,56.9689,59.8149,51.8,46,0,6.71,clear sky
508,Erenhot,CN,43.6475,111.9767,32.65,62,100,23.42,overcast clouds
509,Jalu,LY,29.0331,21.5482,62.47,20,4,10.54,clear sky
510,Bela,IN,25.9333,81.9833,80.82,11,58,6.8,broken clouds
511,Gamba,GA,-2.65,10.0,79.66,84,86,3.89,overcast clouds
512,Vao,NC,-22.6667,167.4833,75.83,78,31,6.51,scattered clouds
513,Aliquippa,US,40.6367,-80.2401,64.4,45,90,9.22,overcast clouds
514,Wanning,CN,18.8003,110.3967,73.76,84,79,1.63,broken clouds
515,Penzance,GB,50.1186,-5.5371,41.0,60,6,9.22,clear sky
516,Aswan,EG,24.0934,32.907,66.96,18,0,15.05,clear sky
517,Kedrovyy,RU,56.1667,91.8167,39.2,45,0,8.95,clear sky
518,Petropolis,RU,59.8944,30.2642,43.0,45,0,4.47,light rain
519,Kalmunai,LK,7.4167,81.8167,78.69,81,83,3.87,broken clouds
520,Villazon,BO,-22.0866,-65.5942,58.46,50,62,14.58,broken clouds
521,Sibolga,ID,1.7427,98.7792,75.94,91,100,4.05,overcast clouds
522,Macamic,CA,48.7502,-78.9996,75.2,27,75,10.36,broken clouds
523,Kaspiyskiy,RU,45.3929,47.3707,57.22,55,24,21.61,few clouds
524,Porterville,US,36.0652,-119.0168,77.0,31,1,9.22,clear sky
525,Jiaocheng,CN,24.6774,116.1389,66.36,81,0,2.39,light rain
526,Tlacotepec,MX,20.0667,-97.8667,83.79,41,74,8.08,broken clouds
527,Regina,CA,50.4501,-104.6178,34.0,93,90,25.32,light snow
528,Miranda,CO,3.2499,-76.2281,86.0,51,40,5.75,scattered clouds
529,Dengfeng,CN,34.4553,113.0281,48.92,73,94,3.6,overcast clouds
530,Pontianak,ID,-0.0333,109.3333,73.4,100,90,2.3,light rain
531,Tomigusuku,JP,26.185,127.675,69.8,68,20,8.05,few clouds
532,Ndele,CF,8.4109,20.6473,80.98,22,85,1.57,overcast clouds
533,Turukhansk,RU,65.8167,87.9833,21.45,89,100,10.33,overcast clouds
534,Rio Gallegos,AR,-51.6226,-69.2181,57.2,35,0,13.8,clear sky
535,Umm Lajj,SA,25.0213,37.2685,69.96,54,0,13.65,clear sky
536,Brunswick,US,41.2381,-81.8418,60.8,51,90,12.66,overcast clouds
537,Alferrarede,PT,39.4833,-8.1667,55.99,80,31,4.12,scattered clouds
538,Lekoni,GA,-1.5843,14.2591,75.36,82,91,6.82,light rain
539,Polunochnoye,RU,60.8697,60.4153,32.61,91,63,3.91,broken clouds
540,Tomatlan,MX,19.9333,-105.25,85.64,43,74,11.1,broken clouds
541,Korsakov,RU,46.6328,142.7813,42.8,87,75,6.71,broken clouds
542,Gurupa,BR,-1.405,-51.64,78.44,88,64,3.83,moderate rain
543,Sapouy,BF,11.5544,-1.7736,89.01,20,12,5.99,few clouds
544,San Cristobal,VE,7.7669,-72.225,87.8,58,40,13.8,scattered clouds
545,Batesville,US,35.7698,-91.641,77.0,27,1,10.36,clear sky
546,Dingle,PH,10.9995,122.6711,74.71,86,99,5.93,overcast clouds
547,Rabaul,PG,-4.1967,152.1721,78.08,84,100,5.46,light rain
548,Lyuban,BY,52.7985,28.0048,46.08,67,38,8.32,scattered clouds
549,Conde,BR,-7.2597,-34.9075,78.8,100,40,8.05,heavy intensity rain
550,Nizhniy Bestyakh,RU,61.9594,129.9086,14.0,85,75,11.18,light snow
551,Bukama,CD,-9.2,25.85,68.47,94,90,2.21,light rain
552,Fort Nelson,CA,58.8053,-122.7002,24.8,36,20,8.05,few clouds
553,Khor,RU,47.8861,134.9464,45.14,89,100,2.33,overcast clouds
554,Lagoa,PT,39.05,-27.9833,61.86,84,100,9.64,overcast clouds
555,Thinadhoo,MV,0.5333,72.9333,82.74,69,48,9.95,scattered clouds
556,Okakarara,NA,-20.5833,17.4333,63.0,37,0,7.09,clear sky
557,Manado,ID,1.487,124.8455,76.8,88,98,2.24,overcast clouds
558,Northam,GB,51.0333,-4.2167,42.01,67,5,3.0,clear sky
559,Juntas,CR,10.2809,-84.9595,89.1,54,78,7.49,broken clouds
560,Slavonice,CZ,48.9975,15.3515,51.01,67,62,6.02,broken clouds
561,Rock Sound,BS,24.9,-76.2,76.33,73,0,15.61,clear sky
562,Champerico,GT,14.3,-91.9167,93.2,59,20,9.22,few clouds
563,Chiliile,RO,45.4255,26.5936,42.62,66,3,3.22,clear sky
564,Soe,ID,-9.8607,124.284,62.96,88,86,2.84,overcast clouds
565,Anadyr,RU,64.75,177.4833,-4.0,77,100,29.08,snow
566,Marzuq,YE,14.4,46.4667,66.94,65,3,6.71,clear sky
567,Tucupita,VE,9.0622,-62.051,76.69,92,100,3.29,overcast clouds
568,Springfield,US,37.2153,-93.2982,73.0,35,1,20.71,clear sky
569,Nykoping,SE,58.753,17.0079,32.0,100,75,14.97,light snow
570,Zhanakorgan,KZ,43.9098,67.2495,49.69,70,94,8.59,overcast clouds
571,Yenotayevka,RU,47.2456,47.0281,59.29,39,57,16.96,broken clouds
572,Siuna,NI,13.7332,-84.7773,91.67,47,42,7.49,scattered clouds
573,Doka,SD,13.5167,35.7667,87.19,19,16,15.14,few clouds
574,Santa Maria,BR,-29.6842,-53.8069,73.4,88,90,12.66,mist
575,Tabuk,PH,17.4189,121.4443,68.65,88,64,2.66,broken clouds
576,Nemuro,JP,43.3236,145.575,36.77,85,3,9.31,clear sky
577,Phitsanulok,TH,16.9167,100.5,88.0,56,98,3.02,overcast clouds
578,Srednekolymsk,RU,67.45,153.6833,-16.69,99,100,2.13,overcast clouds
579,Basarabeasca,MD,46.3311,28.9728,37.4,70,0,2.3,clear sky
580,Cap-Aux-Meules,CA,47.3821,-61.8597,41.0,87,100,17.27,overcast clouds
581,Kralendijk,BQ,12.15,-68.2667,84.2,70,75,19.57,broken clouds
582,Oyek,RU,52.5861,104.4556,15.8,79,0,6.71,clear sky
583,Buje,HR,45.41,13.6619,55.99,88,75,8.05,broken clouds
584,Nizhniy Kuranakh,RU,58.8353,125.4869,10.15,94,100,7.96,light snow
585,Cayenne,GF,4.9333,-52.3333,86.0,70,0,9.22,clear sky
586,Ciudad Bolivar,VE,8.1222,-63.5497,88.41,50,100,5.21,overcast clouds
587,Callaway,US,30.153,-85.5699,75.0,78,40,9.22,scattered clouds
588,Maltahohe,NA,-24.8333,16.9833,70.65,31,1,6.4,clear sky
589,Sovetskiy,RU,61.3614,63.5842,33.93,91,4,7.7,clear sky
590,Opuwo,NA,-18.0607,13.84,71.51,33,2,7.92,clear sky
591,Strezhevoy,RU,60.7333,77.5889,39.2,75,90,8.95,light rain
592,Karratha,AU,-20.7377,116.8463,82.63,77,94,6.58,overcast clouds
593,Tiarei,PF,-17.5333,-149.3333,86.0,66,75,9.22,broken clouds
594,Swan Hill,AU,-35.3378,143.5544,45.37,86,1,6.46,clear sky
595,Port Macquarie,AU,-31.4333,152.9167,45.0,85,0,1.01,clear sky
596,Osoyoos,CA,49.0331,-119.4524,51.8,20,33,11.5,scattered clouds
597,Paris,FR,48.8534,2.3488,41.0,75,0,5.75,clear sky
598,Mayumba,GA,-3.432,10.6554,81.0,84,74,2.62,broken clouds
599,Sabang,ID,5.8933,95.3214,82.33,72,2,3.24,clear sky
600,Kuytun,RU,54.3419,101.5036,19.17,94,99,3.33,overcast clouds
601,Lakota,CI,5.8528,-5.6883,75.02,93,59,1.14,moderate rain
602,Labuhan,ID,-6.8844,112.2051,77.74,86,39,4.5,scattered clouds
603,Copiapo,CL,-27.3667,-70.3333,64.4,63,20,8.05,few clouds
604,Macheng,CN,31.1783,115.0319,56.16,96,96,0.54,overcast clouds
605,Qasigiannguit,GL,68.8193,-51.1922,33.8,51,20,17.27,few clouds
606,Ponta Delgada,PT,37.7333,-25.6667,62.6,94,75,5.75,broken clouds
607,Villa Carlos Paz,AR,-31.4241,-64.4978,71.6,33,0,8.05,clear sky
608,Pacific Grove,US,36.6177,-121.9166,57.2,62,40,10.36,scattered clouds
609,Portland,US,45.5234,-122.6762,55.0,37,20,6.91,few clouds
610,Kaeo,NZ,-35.1,173.7833,64.0,98,85,3.0,overcast clouds
611,Haileybury,CA,47.449,-79.6373,75.2,35,1,13.8,clear sky
612,Grand Gaube,MU,-20.0064,57.6608,79.0,80,99,4.0,light rain
613,San Quintin,MX,30.4833,-115.95,62.26,70,64,10.8,broken clouds
614,Luderitz,NA,-26.6481,15.1594,73.83,47,0,4.99,clear sky
615,Tome,CL,-36.6167,-72.95,69.8,60,0,19.57,clear sky
616,Altamont,US,42.2068,-121.7372,54.0,37,1,5.75,clear sky
617,Phon Thong,TH,16.3016,103.9768,78.1,69,98,7.61,overcast clouds
618,Stornoway,GB,58.2093,-6.3865,37.4,65,20,3.44,few clouds
619,Calama,CL,-22.4667,-68.9333,71.6,15,0,20.71,clear sky
620,Asau,RO,46.4333,26.4,41.0,46,0,3.49,light rain
621,Houma,US,29.5958,-90.7195,81.0,38,1,9.19,clear sky
622,Porbandar,IN,21.6422,69.6093,78.84,70,0,10.25,clear sky
623,La Solana,ES,38.9442,-3.2381,57.0,80,67,5.97,broken clouds
624,Arawa,PG,-6.2132,155.5367,79.3,78,93,1.48,overcast clouds
625,Wuwei,CN,37.9281,102.6414,43.63,68,0,2.62,clear sky
626,Lamar,US,33.6668,-95.5836,80.6,29,1,11.5,clear sky
627,Marawi,PH,7.9986,124.2928,73.99,90,26,4.0,scattered clouds
628,Poya,NC,-21.35,165.15,75.38,90,100,5.73,overcast clouds
629,Boffa,GN,10.1667,-14.0333,77.32,83,56,6.44,broken clouds
630,Kautokeino,NO,69.0125,23.0412,19.15,80,39,10.98,scattered clouds
631,Seaforth,JM,17.9358,-76.4573,84.2,74,20,19.57,few clouds
632,Vangaindrano,MG,-23.35,47.6,73.18,86,33,2.13,scattered clouds
633,Ilinskiy,RU,55.619,38.1182,48.99,61,0,2.24,clear sky
634,Nyakahanga,TZ,-1.6033,31.1414,57.33,95,58,2.46,broken clouds
635,Manica,FR,49.0,-1.1667,35.6,87,0,8.05,clear sky
636,San Juan De Opoa,HN,14.7833,-88.7,91.4,35,40,2.48,scattered clouds
637,Ibra,OM,22.6906,58.5334,75.13,61,0,3.27,clear sky
638,Dakar,SN,14.6937,-17.4441,69.8,83,0,11.5,clear sky
639,Huntsville,US,34.7304,-86.5861,73.0,37,1,17.27,clear sky
640,Shelburne,CA,44.0787,-80.2041,64.99,65,91,9.6,overcast clouds
641,Margate,GB,51.3813,1.3862,39.99,70,96,3.0,overcast clouds
642,Hobyo,SO,5.3505,48.5268,82.38,61,47,11.07,scattered clouds
643,Kuandian,CN,40.7286,124.7847,46.08,62,100,3.13,overcast clouds
644,Mkushi,ZM,-13.6202,29.3939,60.39,96,44,5.19,scattered clouds
645,Ferkessedougou,CI,9.6,-5.2,86.85,36,70,5.17,broken clouds
646,Celarevo,RS,45.2694,19.5253,54.0,76,0,4.61,clear sky
647,Simbahan,PH,6.3032,120.5836,83.03,74,81,8.5,broken clouds
648,Nayoro,JP,44.3506,142.4578,36.0,79,44,5.73,scattered clouds
649,Alcamo,IT,37.9983,12.9565,59.0,77,0,8.05,clear sky
650,Agadez,NE,19.75,10.25,86.74,6,0,9.73,clear sky
651,Mackay,AU,-21.15,149.2,69.8,73,40,5.75,scattered clouds
652,Walvis Bay,NA,-22.9575,14.5053,78.01,56,6,1.01,clear sky
653,Umm Kaddadah,SD,13.6017,26.6876,75.79,12,68,14.45,broken clouds
654,Narrabri,AU,-30.3167,149.7833,41.0,70,0,6.91,clear sky
655,Poum,NC,-20.2333,164.0167,77.11,86,100,11.39,overcast clouds
656,Hoquiam,US,46.9809,-123.8893,53.01,53,40,8.05,scattered clouds
657,Les Cayes,HT,18.2,-73.75,78.19,77,96,10.98,overcast clouds
658,Lagos,NG,6.5833,3.75,84.2,74,20,3.44,few clouds
659,Republic,US,37.12,-93.4802,73.99,35,1,20.71,clear sky
660,Port-Cartier,CA,50.0334,-66.8654,53.6,62,90,2.3,overcast clouds
661,Blackwater,AU,-23.5833,148.8833,60.55,35,1,13.98,clear sky
662,La Rioja,ES,42.25,-2.5,46.99,71,75,6.91,broken clouds
663,Hirado,JP,33.3597,129.5531,57.0,47,100,6.24,overcast clouds
664,Fallon,US,39.4735,-118.7774,57.2,19,20,10.36,few clouds
665,Itaituba,BR,-4.2761,-55.9836,84.2,74,75,6.91,broken clouds
666,Brigham City,US,41.5102,-112.0155,48.2,21,1,6.2,clear sky
667,Kropotkin,RU,45.4375,40.5756,48.0,81,100,2.93,overcast clouds
668,Ningxiang,CN,37.34,111.2052,47.71,76,100,1.86,overcast clouds
669,Verkhniy Baskunchak,RU,48.2256,46.7217,58.6,44,91,13.51,overcast clouds
670,Narowal,PK,32.1,74.8833,73.4,46,40,4.61,haze
671,Ulladulla,AU,-35.35,150.4667,50.0,50,5,12.66,clear sky
672,Manggar,ID,-2.8833,108.2667,79.79,81,94,3.87,overcast clouds
673,Sisophon,KH,13.5859,102.9737,78.8,82,83,5.61,broken clouds
674,Roald,NO,62.5833,6.1333,39.2,81,0,16.11,clear sky
675,West Wendover,US,40.7391,-114.0733,50.0,25,1,8.05,clear sky
